# ALPHA = 0.05
# NUMBER_OF_TESTS = 3

# _SET1_  VARIABLE = All_significant_in_AA (set)
# _SET1_  NGENES = 3761
# _SET1_  P-VALUE = 0.0118968
_SET1_   GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET1_   ZNF717             3   75785868   75834709      9       3  228419      -0.5401      0.25747   -5.3413e-05     -0.54005
_SET1_   ROBO2              3   75955845   77699115   1643     154  240196      0.57261    0.0016851   -5.3413e-05      0.57266
_SET1_   CADM2              3   85008133   86123579    863      37  246265       2.4344   9.7776e-06   -5.3413e-05       2.4345
_SET1_   CGGBP1             3   88101100   88199016     67       2  247848      0.74627     0.022769   -5.3413e-05      0.74633
_SET1_   NSUN3              3   93781855   93845630     18       4  242942      -1.8263      0.68186   -5.3413e-05      -1.8262
_SET1_   CRYBG3             3   97540537   97663830     79       7  244683     -0.11942      0.07285   -5.3413e-05     -0.11937
_SET1_   ST3GAL6            3   98451080   98514689     70       8  249476       3.2687   4.8092e-07   -5.3413e-05       3.2688
_SET1_   DCBLD2             3   98514814   98620566     73       8  241833        3.874   2.6203e-08   -5.3413e-05        3.874
_SET1_   TMEM45A            3  100211463  100296297     75       8  241215    -0.062681     0.064984   -5.3413e-05    -0.062628
_SET1_   IMPG2              3  100941390  101039419     65       7  230160       1.8593   0.00045877   -5.3413e-05       1.8594
_SET1_   RPL24              3  101399934  101405564      4       2  233434     -0.67685      0.33615   -5.3413e-05      -0.6768
_SET1_   NXPE3              3  101498029  101547075     22       4  243501     0.035632      0.07727   -5.3413e-05     0.035685
_SET1_   NFKBIZ             3  101546834  101579869     14       4  231137     0.018178     0.095673   -5.3413e-05     0.018232
_SET1_   BBX                3  107241783  107530176    222      22  239725      -3.0062      0.88797   -5.3413e-05      -3.0061
_SET1_   CD47               3  107761941  107809935     30       6  246746      -2.2963      0.78905   -5.3413e-05      -2.2962
_SET1_   PLCXD2             3  111393523  111565294    274      24  246203     -0.61603       0.1117   -5.3413e-05     -0.61598
_SET1_   CD200              3  112051194  112081659     47       8  249515      -2.9397      0.91183   -5.3413e-05      -2.9397
_SET1_   SLC35A5            3  112280857  112303286     15       2  237963     -0.60654      0.36047   -5.3413e-05     -0.60649
_SET1_   BOC                3  112929850  113006306    106      18  238138       2.7612   3.8113e-06   -5.3413e-05       2.7613
_SET1_   SIDT1              3  113251218  113348422    111      20  236603     -0.10014      0.04968   -5.3413e-05     -0.10008
_SET1_   TIGIT              3  114012833  114029135     15       5  226781       2.4506   8.3629e-05   -5.3413e-05       2.4507
_SET1_   GAP43              3  115342151  115440334     85      23  237455      0.40235     0.013698   -5.3413e-05       0.4024
_SET1_   TMEM39A            3  119147807  119182529     38       8  242347      0.28204     0.037046   -5.3413e-05       0.2821
_SET1_   NDUFB4             3  120315128  120321258      1       1  194311     -0.97224         0.62   -5.3413e-05     -0.97219
_SET1_   IQCB1              3  121488608  121553926     53       5  251486   0.00088218     0.063937   -5.3413e-05    0.0009356
_SET1_   FAM162A            3  122103023  122128961     29       6  243436      0.31046     0.035753   -5.3413e-05      0.31051
_SET1_   SEMA5B             3  122628040  122747452    167      36  238884     -0.21552     0.043467   -5.3413e-05     -0.21547
_SET1_   PDIA5              3  122785856  122880953    139      23  239528      -1.5587      0.39828   -5.3413e-05      -1.5587
_SET1_   KALRN              3  123813558  124440036    747      73  242996       1.3125   0.00028626   -5.3413e-05       1.3126
_SET1_   UMPS               3  124449213  124468120     23       4  242460      0.64111     0.022724   -5.3413e-05      0.64116
_SET1_   ITGB5              3  124480795  124606500    176      22  242000      0.47936     0.012022   -5.3413e-05      0.47941
_SET1_   SNX4               3  125165488  125239058     37       5  239256      -1.4725      0.51299   -5.3413e-05      -1.4724
_SET1_   OSBPL11            3  125247702  125314381     52       9  246472      -0.3844      0.12722   -5.3413e-05     -0.38435
_SET1_   ALDH1L1            3  125822404  125900029    167      16  241928      -2.1184      0.63734   -5.3413e-05      -2.1183
_SET1_   TXNRD3             3  126325895  126375056     62       8  236554      -1.9827      0.68407   -5.3413e-05      -1.9826
_SET1_   PODXL2             3  127348002  127391653      8       3  239878      -1.7751      0.70914   -5.3413e-05      -1.7751
_SET1_   EFCC1              3  128720131  128759585     13       2  244279      -1.2672      0.50338   -5.3413e-05      -1.2671
_SET1_   CNBP               3  128886658  128902810      4       1  236187       2.9866   0.00026571   -5.3413e-05       2.9866
_SET1_   H1FX               3  129033614  129035120      2       1  213772          3.7   5.2126e-06   -5.3413e-05       3.7001
_SET1_   PLXND1             3  129274056  129325582     48       8  239256       3.3031   8.4209e-07   -5.3413e-05       3.3031
_SET1_   TRH                3  129693236  129696781      6       3  233259      -1.3563      0.58311   -5.3413e-05      -1.3563
_SET1_   ATP2C1             3  130569327  130735556     75       9  244175      -1.1003      0.31841   -5.3413e-05      -1.1002
_SET1_   NEK11              3  130745694  131069309    224      22  242101       -2.297      0.70408   -5.3413e-05       -2.297
_SET1_   NUDT16             3  131100515  131107674      4       2  212915     -0.80024      0.53467   -5.3413e-05     -0.80019
_SET1_   MRPL3              3  131181045  131221860     33       6  230107      -0.1457      0.10555   -5.3413e-05     -0.14565
_SET1_   DNAJC13            3  132136361  132257876     88      13  243055       1.9192   0.00016898   -5.3413e-05       1.9192
_SET1_   TMEM108            3  132757171  133116619    361      29  245226      -2.1575      0.59808   -5.3413e-05      -2.1574
_SET1_   RAB6B              3  133543079  133614691     79      21  239919     -0.80463      0.16272   -5.3413e-05     -0.80458
_SET1_   SLCO2A1            3  133651540  133748920     80      20  236455      -0.5328      0.11011   -5.3413e-05     -0.53274
_SET1_   CEP63              3  134204575  134293855     56       3  238796       5.2839   1.5958e-11   -5.3413e-05        5.284
_SET1_   EPHB1              3  134514099  134979309    585      68  244980      -1.4329      0.23267   -5.3413e-05      -1.4329
_SET1_   STAG1              3  136055077  136471245    132      13  244625       5.1825   3.0254e-12   -5.3413e-05       5.1826
_SET1_   IL20RB             3  136676707  136729927     28       2  239783       3.5766    5.581e-07   -5.3413e-05       3.5766
_SET1_   FAIM               3  138327542  138352218     20       4  228820    -0.021918     0.095749   -5.3413e-05    -0.021864
_SET1_   ATP1B3             3  141595424  141645382     49       9  239873       2.9811   2.9097e-06   -5.3413e-05       2.9811
_SET1_   TFDP2              3  141663270  141868386    127      12  241544       1.7732   0.00034963   -5.3413e-05       1.7732
_SET1_   SLC9A9             3  142984063  143567373    809     102  239942      -1.4788      0.22385   -5.3413e-05      -1.4787
_SET1_   HLTF               3  148747904  148804341     40       5  242598     -0.99714      0.32099   -5.3413e-05     -0.99708
_SET1_   HPS3               3  148847371  148891305     52      10  245719      -2.8164      0.88741   -5.3413e-05      -2.8163
_SET1_   COMMD2             3  149456257  149470287      8       3  243772      -0.9544      0.37626   -5.3413e-05     -0.95434
_SET1_   TSC22D2            3  150126101  150177906     36       6  247106      -3.2225      0.95747   -5.3413e-05      -3.2225
_SET1_   SERP1              3  150259780  150264428      4       2  238733    -0.007691      0.13527   -5.3413e-05   -0.0076376
_SET1_   SELT               3  150321066  150348234     14       4  250533     -0.23239      0.12642   -5.3413e-05     -0.23234
_SET1_   DHX36              3  153993452  154042286     29       5  250266     -0.49441       0.1671   -5.3413e-05     -0.49436
_SET1_   MME                3  154797436  154901518     91      22  231945      -1.5986      0.43866   -5.3413e-05      -1.5986
_SET1_   PLCH1              3  155197670  155462878    261      15  239932     -0.49654      0.11872   -5.3413e-05     -0.49649
_SET1_   GMPS               3  155588325  155657150     40       6  242790     -0.62536      0.20113   -5.3413e-05      -0.6253
_SET1_   KCNAB1             3  155838337  156256927    392      45  241734      0.22534     0.012438   -5.3413e-05      0.22539
_SET1_   LEKR1              3  156543069  156763918    210      21  237802       1.5751    0.0004034   -5.3413e-05       1.5752
_SET1_   SHOX2              3  157813800  157823952      8       1  239390      0.74769     0.042183   -5.3413e-05      0.74774
_SET1_   GFM1               3  158362286  158410361     54       4  248204      0.15517     0.051842   -5.3413e-05      0.15522
_SET1_   MFSD1              3  158519051  158547508     23       6  248326     -0.69282      0.21366   -5.3413e-05     -0.69277
_SET1_   B3GALNT1           3  160801671  160823160     17       3  243939      -1.1182      0.42714   -5.3413e-05      -1.1181
_SET1_   SERPINI1           3  167453432  167543357     66      13  246292     -0.52554       0.1223   -5.3413e-05     -0.52548
_SET1_   MECOM              3  168801287  169381563    643      84  241002       3.8833   5.5567e-10   -5.3413e-05       3.8834
_SET1_   ACTRT3             3  169484709  169487683      4       2  215474      0.45259      0.08293   -5.3413e-05      0.45265
_SET1_   PHC3               3  169805368  169899537     30       5  251543     -0.33984      0.12596   -5.3413e-05     -0.33979
_SET1_   RPL22L1            3  170582664  170588045      4       1  253081       0.2334      0.10237   -5.3413e-05      0.23345
_SET1_   PLD1               3  171318195  171528284    189      15  230445     0.034682     0.044777   -5.3413e-05     0.034735
_SET1_   FNDC3B             3  171757418  172118493    297      46  229989       9.2041     2.14e-29   -5.3413e-05       9.2042
_SET1_   SPATA16            3  172607147  172859058    231      37  234724     -0.60523     0.095491   -5.3413e-05     -0.60517
_SET1_   PIK3CA             3  178866311  178952500     41       6  236975     0.087708     0.068381   -5.3413e-05     0.087761
_SET1_   PEX5L              3  179512746  179754841    168      27  247167     -0.14957     0.038875   -5.3413e-05     -0.14952
_SET1_   FXR1               3  180630096  180700541     38       5  234886      0.11002     0.071189   -5.3413e-05      0.11007
_SET1_   DCUN1D1            3  182660153  182703731     19       3  233475     0.038032     0.098092   -5.3413e-05     0.038086
_SET1_   MCF2L2             3  182895831  183146031    219      37  220170      0.50759    0.0096066   -5.3413e-05      0.50765
_SET1_   YEATS2             3  183415587  183530413     73       5  242849       3.1296   1.6987e-06   -5.3413e-05       3.1296
_SET1_   DVL3               3  183873099  183891314      4       2  244212     -0.10643      0.14571   -5.3413e-05     -0.10638
_SET1_   ABCF3              3  183903863  183911795     11       4  222157      0.44882     0.046574   -5.3413e-05      0.44887
_SET1_   ALG3               3  183960117  183967313      2       1  213226      0.46166      0.11531   -5.3413e-05      0.46171
_SET1_   CLCN2              3  184063973  184079439      8       3  220999       1.6211    0.0027626   -5.3413e-05       1.6212
_SET1_   CHRD               3  184097861  184107617      4       2  201645      0.10935      0.17985   -5.3413e-05      0.10941
_SET1_   EPHB3              3  184279587  184300196     10       3  241658      -2.1899      0.82373   -5.3413e-05      -2.1899
_SET1_   IGF2BP2            3  185361527  185542827     74      10  241283       2.6342   1.1164e-05   -5.3413e-05       2.6343
_SET1_   TRA2B              3  185632356  185655924     17       4  246474       4.7303   5.6125e-10   -5.3413e-05       4.7303
_SET1_   CRYGS              3  186256232  186263049      5       3  241658       1.4142    0.0051071   -5.3413e-05       1.4142
_SET1_   TBCCD1             3  186263856  186288332      8       3  245989     -0.33114      0.18486   -5.3413e-05     -0.33108
_SET1_   EIF4A2             3  186501361  186507686      7       3  239759     -0.85852       0.3611   -5.3413e-05     -0.85846
_SET1_   RFC4               3  186507681  186524484     20       5  224985     -0.96913      0.35982   -5.3413e-05     -0.96907
_SET1_   RPL39L             3  186838741  186857263     17       4  175152     -0.96608      0.50563   -5.3413e-05     -0.96603
_SET1_   MASP1              3  186933873  187009810    121      22  241893       1.5145   0.00045269   -5.3413e-05       1.5146
_SET1_   LPP                3  187871097  188608460    752     116  237313        3.635   1.6451e-09   -5.3413e-05        3.635
_SET1_   UTS2B              3  190984944  191048325     77      13  235645       2.1636   6.2542e-05   -5.3413e-05       2.1637
_SET1_   FGF12              3  191857033  192445388    305      65  232805      -1.9094      0.40077   -5.3413e-05      -1.9093
_SET1_   HRASLS             3  192948030  193025102     48       5  243878      0.45554     0.025736   -5.3413e-05      0.45559
_SET1_   LSG1               3  194361517  194393206     33       4  229271      -2.0646        0.768   -5.3413e-05      -2.0646
_SET1_   XXYLT1             3  194789008  194991895     97      18  238639     0.013517     0.042567   -5.3413e-05      0.01357
_SET1_   TFRC               3  195776155  195809032     33       5  239460     -0.98739      0.33009   -5.3413e-05     -0.98734
_SET1_   SENP5              3  196594727  196661585     28       4  241521       -2.935      0.93933   -5.3413e-05      -2.9349
_SET1_   NCBP2              3  196662273  196669464     14       4  249860      -3.2389      0.96748   -5.3413e-05      -3.2388
_SET1_   PIGZ               3  196673214  196695742     20       7  219291      -1.6039      0.58976   -5.3413e-05      -1.6039
_SET1_   KIAA0226           3  197398259  197476568     19       3  245813       0.1471     0.083549   -5.3413e-05      0.14715
_SET1_   FYTTD1             3  197476424  197511317     10       1  244111      0.14147      0.12958   -5.3413e-05      0.14152
_SET1_   ZNF718             4     124420     156491     10       2  230097      -1.5982       0.6859   -5.3413e-05      -1.5982
_SET1_   ZNF732             4     264464     299110     23       4  242322      -1.6272      0.62273   -5.3413e-05      -1.6272
_SET1_   PCGF3              4     699537     764428     46      11  222394     -0.72943      0.21535   -5.3413e-05     -0.72938
_SET1_   RNF212             4    1050039    1107352    112       7  247502     -0.95708      0.27714   -5.3413e-05     -0.95703
_SET1_   SPON2              4    1160720    1202750     20       6  236053   -0.0088029     0.081405   -5.3413e-05   -0.0087495
_SET1_   MAEA               4    1283642    1333925     41       6  239540      0.51444     0.024424   -5.3413e-05      0.51449
_SET1_   UVSSA              4    1341043    1381837     38       6  242839      0.20121      0.04449   -5.3413e-05      0.20126
_SET1_   FGFR3              4    1795039    1810599      5       3  128428      0.21046      0.25412   -5.3413e-05      0.21052
_SET1_   LETM1              4    1813206    1857974      6       1   74222       1.1503      0.13816   -5.3413e-05       1.1503
_SET1_   C4orf48            4    2043720    2045697      1       1  233737       3.2711      2.1e-05   -5.3413e-05       3.2711
_SET1_   NAT8L              4    2061239    2070816      3       1  226901       2.9128   9.8677e-05   -5.3413e-05       2.9129
_SET1_   SH3BP2             4    2794750    2842823     32       8  217207      -1.9605      0.70194   -5.3413e-05      -1.9605
_SET1_   MFSD10             4    2932288    2936586      1       1  253064      0.39984        0.091   -5.3413e-05       0.3999
_SET1_   DOK7               4    3465033    3503203     45      10  238093       2.6049   1.5812e-05   -5.3413e-05       2.6049
_SET1_   LYAR               4    4269428    4291896     23       5  234523     -0.94402      0.34287   -5.3413e-05     -0.94397
_SET1_   NSG1               4    4387983    4420785     45       5  248374       1.3233    0.0025329   -5.3413e-05       1.3234
_SET1_   EVC2               4    5544531    5711275    193      26  237780     -0.74741      0.13696   -5.3413e-05     -0.74736
_SET1_   CRMP1              4    5822491    5894785     65      18  233777      -2.4488      0.76988   -5.3413e-05      -2.4487
_SET1_   C4orf50            4    5899318    5992175    207      34  239699    -0.086496     0.030634   -5.3413e-05    -0.086443
_SET1_   WFS1               4    6271577    6304992     53       3  243480      -1.0156      0.35264   -5.3413e-05      -1.0155
_SET1_   MAN2B2             4    6576902    6624188     50      10  208496     -0.90423      0.29531   -5.3413e-05     -0.90417
_SET1_   SORCS2             4    7194374    7744564    762     144  228744      0.89876   0.00076973   -5.3413e-05      0.89882
_SET1_   ABLIM2             4    7967037    8160559    232      65  229396      -1.8572      0.38751   -5.3413e-05      -1.8571
_SET1_   SH3TC1             4    8201060    8242830     45      15  226311       -1.828       0.5904   -5.3413e-05       -1.828
_SET1_   TRMT44             4    8442532    8478282     38       9  232585       1.2112    0.0036894   -5.3413e-05       1.2112
_SET1_   WDR1               4   10075963   10118612     41       7  246684     -0.50088      0.14725   -5.3413e-05     -0.50082
_SET1_   RAB28              4   13343863   13485989     50       6  228440     -0.38691      0.18905   -5.3413e-05     -0.38685
_SET1_   CPEB2              4   15004298   15071777     52       9  240162    -0.063725     0.073612   -5.3413e-05    -0.063672
_SET1_   QDPR               4   17488016   17513857     30       6  243011      -1.2264      0.41234   -5.3413e-05      -1.2264
_SET1_   DCAF16             4   17802278   17812386      6       2  250032       11.609   1.4619e-37   -5.3413e-05       11.609
_SET1_   PACRGL             4   20702036   20729980     28       5  246456      -1.1398      0.37801   -5.3413e-05      -1.1397
_SET1_   KCNIP4             4   20730234   21950424   1456     133  242331      -2.2626      0.47322   -5.3413e-05      -2.2626
_SET1_   SEL1L3             4   25749049   25864647     97      22  236293     -0.20991     0.056047   -5.3413e-05     -0.20985
_SET1_   SMIM20             4   25915528   25931501     16       5  248575      0.70644     0.017233   -5.3413e-05      0.70649
_SET1_   RBPJ               4   26165077   26436753    146      22  239637     -0.19539     0.051639   -5.3413e-05     -0.19533
_SET1_   TBC1D19            4   26585546   26758232     52       2  238833      -1.2814      0.48418   -5.3413e-05      -1.2814
_SET1_   STIM2              4   26859329   27027003     93      11  239119      -2.1824      0.70724   -5.3413e-05      -2.1824
_SET1_   KLF3               4   38665790   38703129     39       9  250604       3.1134   1.3195e-06   -5.3413e-05       3.1135
_SET1_   FAM114A1           4   38869354   38947365    111      17  240705       2.4661   1.2432e-05   -5.3413e-05       2.4661
_SET1_   RFC1               4   39289069   39368001     35       3  244850       4.5009   1.7625e-09   -5.3413e-05        4.501
_SET1_   RPL9               4   39455744   39460568      9       4  251349      0.76986     0.017663   -5.3413e-05      0.76992
_SET1_   LIAS               4   39460644   39479273     18       4  250974       1.0659    0.0074231   -5.3413e-05       1.0659
_SET1_   RHOH               4   40192631   40246384     53      14  230416     -0.75909       0.1992   -5.3413e-05     -0.75903
_SET1_   UCHL1              4   41258898   41270446     10       3  251966      0.68866     0.024241   -5.3413e-05      0.68871
_SET1_   PHOX2B             4   41746099   41750987      2       1  250879     -0.51755      0.30794   -5.3413e-05     -0.51749
_SET1_   TMEM33             4   41937137   41962824     11       2  244989      -1.1081      0.49871   -5.3413e-05       -1.108
_SET1_   BEND4              4   42112870   42154895     42       7  235403       1.6739    0.0010434   -5.3413e-05        1.674
_SET1_   KCTD8              4   44175920   44450824    193      30  243419      -1.2673      0.26322   -5.3413e-05      -1.2672
_SET1_   YIPF7              4   44624354   44653658     27       4  248974     -0.87568      0.29448   -5.3413e-05     -0.87563
_SET1_   GABRB1             4   47033295   47432801    337      37  244465      -1.4284      0.29513   -5.3413e-05      -1.4283
_SET1_   SLAIN2             4   48343497   48428218     58       6  249988       2.5839   1.8348e-05   -5.3413e-05        2.584
_SET1_   SLC10A4            4   48485360   48491541      3       1  252128       1.6825    0.0031443   -5.3413e-05       1.6826
_SET1_   LRRC66             4   52859806   52886477     12       2  251852       2.8688   1.8412e-05   -5.3413e-05       2.8689
_SET1_   SGCB               4   52885752   52904485      9       2  246357       2.7807   2.9975e-05   -5.3413e-05       2.7807
_SET1_   CLOCK              4   56294068   56413076    116       6  246524        3.447   2.6935e-07   -5.3413e-05        3.447
_SET1_   NMU                4   56461396   56502465     46       8  238907       1.9825    0.0002428   -5.3413e-05       1.9825
_SET1_   EXOC1              4   56719802   56771244     40      10  225301       1.3747    0.0024137   -5.3413e-05       1.3748
_SET1_   PPAT               4   57259528   57301802     33       6  242708       1.7572   0.00062548   -5.3413e-05       1.7573
_SET1_   PAICS              4   57276682   57327534     33       6  244935       1.5441    0.0013025   -5.3413e-05       1.5442
_SET1_   HOPX               4   57514154   57547874     18       6  234116      -2.1506      0.76836   -5.3413e-05      -2.1505
_SET1_   NOA1               4   57829516   57843826     12       4  245855       3.7496   1.9892e-07   -5.3413e-05       3.7497
_SET1_   YTHDC1             4   69176105   69215824     23       4  238049     -0.98187       0.3567   -5.3413e-05     -0.98182
_SET1_   DCK                4   71859265   71896631     17       2  245621      0.47366     0.058053   -5.3413e-05      0.47371
_SET1_   NPFFR2             4   72897521   73013918    139       5  215820     -0.75201      0.31492   -5.3413e-05     -0.75196
_SET1_   MTHFD2L            4   74989019   75168816    115      13  221076      -2.8543       0.9103   -5.3413e-05      -2.8542
_SET1_   PARM1              4   75858285   75975325     70      10  246560      -1.5594      0.48929   -5.3413e-05      -1.5594
_SET1_   RCHY1              4   76404247   76439884     32       4  250897      -0.8933       0.2884   -5.3413e-05     -0.89325
_SET1_   USO1               4   76649829   76735366     72       7  236960      -2.2555      0.77402   -5.3413e-05      -2.2554
_SET1_   SCARB2             4   77079890   77135052     62       8  245163      -1.2754      0.40622   -5.3413e-05      -1.2754
_SET1_   CCNI               4   77968308   77998719     17       3  247725       -2.523      0.90716   -5.3413e-05      -2.5229
_SET1_   CCNG2              4   78078357   78091213      9       4  216370     -0.39882      0.22469   -5.3413e-05     -0.39876
_SET1_   CNOT6L             4   78634541   78740764     48       7  241998      -2.4132      0.82575   -5.3413e-05      -2.4131
_SET1_   PRDM8              4   81105033   81125483     22       5  243992     -0.65237      0.22992   -5.3413e-05     -0.65232
_SET1_   FGF5               4   81187742   81212171     27       5  236964     -0.18316      0.11966   -5.3413e-05     -0.18311
_SET1_   RASGEF1B           4   82347547   82393082     29       5  242641      -0.2024      0.11405   -5.3413e-05     -0.20235
_SET1_   TMEM150C           4   83404329   83483595     51      12  228191      -1.3662      0.43513   -5.3413e-05      -1.3661
_SET1_   SEC31A             4   83739814   83812419     33       4  244638    -0.069239     0.089292   -5.3413e-05    -0.069186
_SET1_   FAM175A            4   84382092   84406290     14       2  235298      -2.2287      0.84437   -5.3413e-05      -2.2286
_SET1_   CDS1               4   85504057   85572493     33       6  249613    -0.092701     0.079119   -5.3413e-05    -0.092648
_SET1_   WDFY3              4   85590690   85887544     94       9  243726      0.15451     0.040418   -5.3413e-05      0.15457
_SET1_   ARHGAP24           4   86068860   86923823    898      73  241455      -1.1676      0.17766   -5.3413e-05      -1.1676
_SET1_   MAPK10             4   86933452   87374283    375      31  246291       -1.023      0.19507   -5.3413e-05       -1.023
_SET1_   SPP1               4   88896802   88904563     12       3  248144      0.17402     0.069473   -5.3413e-05      0.17407
_SET1_   PPM1K              4   89178761   89205983     14       3  242738     -0.91594      0.34939   -5.3413e-05     -0.91589
_SET1_   SNCA               4   90645250   90759447    158      14  244896      -3.3974      0.95498   -5.3413e-05      -3.3974
_SET1_   CCSER1             4   91048684   92523370   1131     108  239461      -1.0663      0.11639   -5.3413e-05      -1.0662
_SET1_   GRID2              4   93225453   94695707    981      75  244765      -1.6308      0.31001   -5.3413e-05      -1.6307
_SET1_   SMARCAD1           4   95128759   95212443     65       6  247643      -1.7604      0.58276   -5.3413e-05      -1.7604
_SET1_   BMPR1B             4   95679128   96079601    447      38  244129      -1.2877      0.25455   -5.3413e-05      -1.2876
_SET1_   UNC5C              4   96083655   96470361    542      75  239406      -3.3024      0.86563   -5.3413e-05      -3.3023
_SET1_   STPG2              4   98480025   99064391    431      11  241236       1.8917   0.00020792   -5.3413e-05       1.8917
_SET1_   TSPAN5             4   99391518   99579812    186      34  226781     -0.18662     0.045278   -5.3413e-05     -0.18656
_SET1_   EIF4E              4   99799607   99851786     28       5  243571      -2.5767      0.87669   -5.3413e-05      -2.5767
_SET1_   TRMT10A            4  100467864  100485189     12       3  249858       -1.017        0.393   -5.3413e-05      -1.0169
_SET1_   LAMTOR3            4  100799495  100815703      8       2  237994      -1.0993      0.47452   -5.3413e-05      -1.0992
_SET1_   DNAJB14            4  100817405  100867883     18       3  243685      -1.3121      0.49847   -5.3413e-05       -1.312
_SET1_   SLC9B2             4  103946647  103998480     11       4  222958       1.8073    0.0011294   -5.3413e-05       1.8073
_SET1_   BDH2               4  103998770  104021024     26       3  238420     -0.19991      0.14495   -5.3413e-05     -0.19986
_SET1_   TET2               4  106067032  106200960     77      12  243150       5.4372   6.5395e-13   -5.3413e-05       5.4373
_SET1_   TBCK               4  106967233  107237861    133       8  240201       -3.077      0.93595   -5.3413e-05       -3.077
_SET1_   AIMP1              4  107236767  107270382     20       2  246570      -2.0592      0.79567   -5.3413e-05      -2.0592
_SET1_   HADH               4  108910870  108956331     57       3  243723       1.6469    0.0017804   -5.3413e-05       1.6469
_SET1_   RPL34              4  109541722  109551640      3       2  203945       2.9003   7.3992e-05   -5.3413e-05       2.9004
_SET1_   COL25A1            4  109731877  110223799    444      51  243742      -1.1128      0.17104   -5.3413e-05      -1.1128
_SET1_   C4orf32            4  113066553  113110237     13       3  241130       -1.647      0.63827   -5.3413e-05      -1.6469
_SET1_   AP1AR              4  113152893  113191211     11       2  242930      -1.7628      0.69876   -5.3413e-05      -1.7627
_SET1_   ANK2               4  113739239  114304896    632      95  236843       1.4034    0.0001234   -5.3413e-05       1.4035
_SET1_   NDST3              4  118955500  119179789    196      17  243129     -0.39681     0.096987   -5.3413e-05     -0.39675
_SET1_   SEC24D             4  119643978  119759838     76      10  247586      -3.0946      0.92498   -5.3413e-05      -3.0945
_SET1_   SYNPO2             4  119809996  119982402    167      30  246963      -1.1832      0.22816   -5.3413e-05      -1.1831
_SET1_   NDNF               4  121956782  121993673     42       7  241830      -1.9033      0.66049   -5.3413e-05      -1.9032
_SET1_   SPATA5             4  123844225  124240605    360      16  242749       2.7077   6.0836e-06   -5.3413e-05       2.7077
_SET1_   SPRY1              4  124317946  124324915      4       2  239254     0.080949      0.11779   -5.3413e-05     0.081003
_SET1_   ANKRD50            4  125585203  125633887     23       4  247686      0.47423     0.035826   -5.3413e-05      0.47428
_SET1_   HSPA4L             4  128703453  128755228     21       4  239896       1.7013    0.0013314   -5.3413e-05       1.7014
_SET1_   PLK4               4  128802016  128820379      9       3  223550       1.6339    0.0033703   -5.3413e-05        1.634
_SET1_   MFSD8              4  128838960  128887185     10       2  236247       0.9034     0.026687   -5.3413e-05      0.90345
_SET1_   PCDH10             4  134070470  134112732     25       6  223258     -0.37013      0.15994   -5.3413e-05     -0.37008
_SET1_   ELF2               4  139978871  140098372     45       9  240064        2.876   5.0666e-06   -5.3413e-05       2.8761
_SET1_   ZNF330             4  142142049  142155851     12       2  248337      0.41792     0.048447   -5.3413e-05      0.41797
_SET1_   GAB1               4  144257680  144395718     69      11  241424       4.8238   5.5257e-11   -5.3413e-05       4.8239
_SET1_   ABCE1              4  146019156  146050676      8       2  238588       8.1689   5.7793e-21   -5.3413e-05        8.169
_SET1_   ZNF827             4  146681874  146859607    125      24  234466        3.246   2.1884e-07   -5.3413e-05       3.2461
_SET1_   RPS3A              4  152020725  152025804      2       1  234608    -0.094609      0.25432   -5.3413e-05    -0.094556
_SET1_   TRIM2              4  154073650  154260474    100      20  239116      -1.3299      0.32721   -5.3413e-05      -1.3298
_SET1_   MND1               4  154265801  154336247     30       5  246891     -0.69928       0.2368   -5.3413e-05     -0.69923
_SET1_   RNF175             4  154631312  154681387     89       9  247177      0.23036     0.031786   -5.3413e-05      0.23041
_SET1_   LRAT               4  155665163  155674270      7       2  239394     -0.11327      0.14518   -5.3413e-05     -0.11322
_SET1_   GUCY1A3            4  156587862  156658214     76      15  238459      -2.7541      0.85773   -5.3413e-05       -2.754
_SET1_   GUCY1B3            4  156680126  156728783     49      12  220296      -1.8431      0.62403   -5.3413e-05      -1.8431
_SET1_   GLRB               4  157997277  158093251     65       9  245207      -1.0191      0.31292   -5.3413e-05       -1.019
_SET1_   RXFP1              4  159442866  159574524     39       2  249458      -1.7216      0.68593   -5.3413e-05      -1.7215
_SET1_   PPID               4  159630279  159644552      5       1  249555     -0.68219      0.35689   -5.3413e-05     -0.68214
_SET1_   FNIP2              4  159690182  159829202     43       4  248037      0.20205     0.049831   -5.3413e-05       0.2021
_SET1_   FSTL5              4  162305044  163085186    754      80  241207     -0.56999     0.056771   -5.3413e-05     -0.56994
_SET1_   KLHL2              4  166128770  166244308     33       6  225186      -1.4386      0.53019   -5.3413e-05      -1.4386
_SET1_   CPE                4  166300097  166419482    155      14  247048      0.21987     0.025151   -5.3413e-05      0.21992
_SET1_   PALLD              4  169418215  169849608    442      70  244258      -1.9085      0.37829   -5.3413e-05      -1.9084
_SET1_   GALNT7             4  174089904  174245118     82      12  241237    -0.068404     0.058929   -5.3413e-05    -0.068351
_SET1_   CEP44              4  175204828  175255506     24       6  239749      -2.2705      0.79079   -5.3413e-05      -2.2705
_SET1_   HPGD               4  175411328  175444049     45      12  210300      -1.0694      0.34607   -5.3413e-05      -1.0694
