# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
GCSAM              3  111839688  111852453     14       4  677915     -0.76866   -0.00015148     -0.76851
SLC9C1             3  111859752  112013105    159       9  679592      0.18878   -0.00015148      0.18893
CD200              3  112051194  112081659     46       8  692755     -0.99755   -0.00015148      -0.9974
BTLA               3  112182813  112218438     15       3  663491     -0.48566   -0.00015148     -0.48551
ATG3               3  112251354  112280810     35       5  681097      -0.8024   -0.00015148     -0.80225
SLC35A5            3  112280857  112303286     15       2  677644     -0.96507   -0.00015148     -0.96491
CCDC80             3  112323407  112359977     44       8  680411      -1.4631   -0.00015148       -1.463
CD200R1L           3  112534556  112564797     44       8  685819      -1.6486   -0.00015148      -1.6484
CD200R1            3  112641532  112693950     58       7  670781      -1.9095   -0.00015148      -1.9094
GTPBP8             3  112709323  112720221      6       2  718074     -0.49868   -0.00015148     -0.49853
C3orf17            3  112721291  112738555     16       4  687163    -0.039584   -0.00015148    -0.039432
BOC                3  112929850  113006306     96      16  681005        1.414   -0.00015148       1.4141
CFAP44             3  113005777  113160986    119      14  682703      -0.1119   -0.00015148     -0.11175
SPICE1             3  113161565  113234034     61       7  688799       0.5859   -0.00015148      0.58605
SIDT1              3  113251218  113348422     94      16  680812      0.04698   -0.00015148     0.047131
KIAA2018           3  113367232  113415493     14       2  679903      -1.2597   -0.00015148      -1.2596
NAA50              3  113435307  113465120     13       1  688914     -0.90264   -0.00015148     -0.90249
ATP6V1A            3  113465866  113530905     29       1  689012      -1.0763   -0.00015148      -1.0761
GRAMD1C            3  113557671  113666021     57      12  673525      0.71422   -0.00015148      0.71437
ZDHHC23            3  113666748  113705706     11       4  667838       1.7188   -0.00015148        1.719
KIAA1407           3  113682984  113775460     22       6  676839     -0.74076   -0.00015148     -0.74061
QTRTD1             3  113775582  113807269     24       4  685409     -0.80295   -0.00015148      -0.8028
DRD3               3  113847499  113918254     65      11  682571      -1.8339   -0.00015148      -1.8337
ZNF80              3  113953370  113956425      5       2  691369     -0.70381   -0.00015148     -0.70366
TIGIT              3  114012833  114029135      7       2  685504     -0.25733   -0.00015148     -0.25718
ZBTB20             3  114033348  114866132    498      68  684481       3.6542   -0.00015148       3.6543
GAP43              3  115342151  115440334     76      20  679012       2.2445   -0.00015148       2.2447
LSAMP              3  115521210  116164385    502      58  684409     -0.88133   -0.00015148     -0.88118
IGSF11             3  118619477  118864915    138      23  682403     -0.22315   -0.00015148       -0.223
C3orf30            3  118864997  118879674     23       6  689246     -0.26246   -0.00015148     -0.26231
UPK1B              3  118892425  118924000     42      12  686788      -1.3056   -0.00015148      -1.3055
B4GALT4            3  118930589  118959754     47       7  704882     -0.60391   -0.00015148     -0.60376
ARHGAP31           3  119013220  119138323    126      27  686982       1.6123   -0.00015148       1.6125
TMEM39A            3  119147807  119182529     38       8  686465       2.6472   -0.00015148       2.6474
POGLUT1            3  119187785  119213555     25       7  692709       2.3321   -0.00015148       2.3322
TIMMDC1            3  119217324  119243128     33       7  673546       1.8218   -0.00015148        1.822
CD80               3  119243140  119278481     51      14  684657       1.4091   -0.00015148       1.4092
ADPRH              3  119298280  119308792      5       2  688285     -0.48909   -0.00015148     -0.48894
PLA1A              3  119316695  119348658     19       4  691062       -1.971   -0.00015148      -1.9709
POPDC2             3  119360899  119379437     29       3  696416      -1.6663   -0.00015148      -1.6661
COX17              3  119388372  119396243     11       2  687196      -1.3954   -0.00015148      -1.3952
MAATS1             3  119421869  119485949     40       5  676079       1.0679   -0.00015148       1.0681
NR1I2              3  119499331  119552295     60      14  682238        4.027   -0.00015148       4.0272
GSK3B              3  119540800  119813264    108      10  689687       2.8787   -0.00015148       2.8788
GPR156             3  119884328  120003921    117      10  686286     -0.98811   -0.00015148     -0.98796
LRRC58             3  120043576  120068186     19       3  696535      -2.7355   -0.00015148      -2.7354
FSTL1              3  120113061  120169918     71      11  686247     -0.25868   -0.00015148     -0.25853
NDUFB4             3  120315128  120321258      1       1  629965      -3.7371   -0.00015148      -3.7369
RABL3              3  120405528  120461384     17       4  684638       1.3473   -0.00015148       1.3475
GTF2E1             3  120461558  120502216     27       6  682191      0.92113   -0.00015148      0.92128
STXBP5L            3  120627050  121143608    371      15  668230      -2.1585   -0.00015148      -2.1583
POLQ               3  121150273  121264853     54       6  685488      -1.6811   -0.00015148      -1.6809
ARGFX              3  121281269  121309469     15       4  685476      -2.7375   -0.00015148      -2.7374
FBXO40             3  121312170  121349139     48      11  682996      -1.1374   -0.00015148      -1.1373
HCLS1              3  121350246  121379791     30       5  675847      0.66135   -0.00015148       0.6615
GOLGB1             3  121382046  121468662     46       8  678783       1.0395   -0.00015148       1.0397
IQCB1              3  121488608  121553926     52       5  692688       2.3527   -0.00015148       2.3528
EAF2               3  121554030  121605373     38       6  674633       1.3393   -0.00015148       1.3395
SLC15A2            3  121613171  121663034     50       3  679626      -1.6651   -0.00015148      -1.6649
ILDR1              3  121706170  121741127     26       5  673992      -1.7568   -0.00015148      -1.7566
CD86               3  121774209  121839990     53      10  678108     -0.93325   -0.00015148      -0.9331
CASR               3  121902530  122005350    161      22  685426      0.43288   -0.00015148      0.43303
CSTA               3  122044011  122060816     15       4  682175      0.53009   -0.00015148      0.53024
CCDC58             3  122078436  122102074     16       4  695623     -0.27918   -0.00015148     -0.27903
FAM162A            3  122103023  122128961     27       5  689297     -0.49586   -0.00015148     -0.49571
WDR5B              3  122130700  122134882      4       2  688025      0.55987   -0.00015148      0.56002
KPNA1              3  122140748  122233786     33       6  694900      0.76811   -0.00015148      0.76826
PARP9              3  122246757  122283523     22       4  691592     -0.66092   -0.00015148     -0.66077
DTX3L              3  122283085  122294050      9       4  677605     -0.44086   -0.00015148     -0.44071
PARP15             3  122296435  122357894     66      15  680099      -1.3362   -0.00015148      -1.3361
PARP14             3  122399672  122449687     50      10  688389      0.94812   -0.00015148      0.94827
HSPBAP1            3  122458844  122512666     37       7  679535      0.73973   -0.00015148      0.73989
DIRC2              3  122513901  122599986     54       9  690394      0.32951   -0.00015148      0.32966
SEMA5B             3  122628040  122747452    148      32  681857       1.4461   -0.00015148       1.4462
PDIA5              3  122785856  122880953    131      22  684828      -1.0971   -0.00015148      -1.0969
SEC22A             3  122920774  122992983     77       3  689145      0.93485   -0.00015148        0.935
ADCY5              3  123001143  123167924    103      12  769712       3.5368   -0.00015148       3.5369
HACD2              3  123213363  123303924     75       8  683292       4.5586   -0.00015148       4.5587
MYLK               3  123331143  123603149    145      18  681569      0.31304   -0.00015148      0.31319
CCDC14             3  123616152  123680255     42       5  688334      0.62626   -0.00015148      0.62641
ROPN1              3  123687862  123711017     13       3  669681     -0.55371   -0.00015148     -0.55356
KALRN              3  123813558  124440036    689      66  684519      -4.6582   -0.00015148       -4.658
UMPS               3  124449213  124468120     22       4  681198      -1.0825   -0.00015148      -1.0823
ITGB5              3  124480795  124606500    159      19  689093     -0.59947   -0.00015148     -0.59931
MUC13              3  124624289  124653595     23       5  696538     -0.27021   -0.00015148     -0.27006
HEG1               3  124684554  124774802     87      13  683118       3.0544   -0.00015148       3.0546
SLC12A8            3  124801480  124931609    201      42  681207     -0.47724   -0.00015148     -0.47709
ZNF148             3  124944513  125094198    114       4  683304     -0.92742   -0.00015148     -0.92727
SNX4               3  125165488  125239058     36       5  683769       1.5272   -0.00015148       1.5274
OSBPL11            3  125247702  125314381     50       9  684616       0.9328   -0.00015148      0.93296
ALG1L              3  125647459  125709383     35       5  689963       1.0336   -0.00015148       1.0337
ROPN1B             3  125687987  125702297      3       1  689153      0.64454   -0.00015148      0.64469
SLC41A3            3  125725200  125820398    117       8  684503     -0.89993   -0.00015148     -0.89978
ALDH1L1            3  125822404  125900029    145      14  687991      -1.6083   -0.00015148      -1.6082
KLF15              3  126061478  126076236      5       1  679272      -0.1085   -0.00015148     -0.10835
CCDC37             3  126113751  126155399     41       8  673787       1.0517   -0.00015148       1.0519
ZXDC               3  126156444  126194773     39       5  685892       1.9149   -0.00015148        1.915
UROC1              3  126200008  126236616     40       9  672752      0.81107   -0.00015148      0.81122
CHST13             3  126243131  126262134     13       2  677772     -0.30739   -0.00015148     -0.30724
C3orf22            3  126245842  126277808     21       3  677373     -0.34149   -0.00015148     -0.34134
TXNRD3NB           3  126290622  126327398     20       4  687221      -1.7142   -0.00015148       -1.714
TXNRD3             3  126325895  126375056     59       7  680535      -1.3195   -0.00015148      -1.3193
CHCHD6             3  126423063  126679263    123      11  688383      -1.6388   -0.00015148      -1.6386
PLXNA1             3  126707437  126756235     13       3  664875     -0.29097   -0.00015148     -0.29081
C3orf56            3  126911974  126917028      2       1  672939       2.1182   -0.00015148       2.1184
TPRA1              3  127291907  127309602      3       1  722619      0.70076   -0.00015148      0.70091
MCM2               3  127317200  127341279      5       2  690207      0.29917   -0.00015148      0.29932
PODXL2             3  127348002  127391653      7       2  690709      0.34361   -0.00015148      0.34376
ABTB1              3  127391781  127399769      4       1  691073      0.66201   -0.00015148      0.66216
MGLL               3  127407905  127542093    131      25  675572      -1.7392   -0.00015148       -1.739
KBTBD12            3  127634075  127706514     57       8  686473     -0.30662   -0.00015148     -0.30646
SEC61A1            3  127770402  127790526     19       2  696671      -1.8496   -0.00015148      -1.8494
RUVBL1             3  127799800  127872752     32       4  687759       1.0101   -0.00015148       1.0102
EEFSEC             3  127872302  128127489    206      10  685354       1.4394   -0.00015148       1.4395
DNAJB8             3  128181275  128186091      7       3  681465      0.35658   -0.00015148      0.35674
GATA2              3  128198265  128212030      6       3  675870        1.218   -0.00015148       1.2182
RPN1               3  128338813  128369719     16       3  685044       1.4112   -0.00015148       1.4113
RAB7A              3  128444975  128533641     29       4  686171      -1.1141   -0.00015148      -1.1139
ACAD9              3  128598333  128631957     27       3  687237     -0.29738   -0.00015148     -0.29723
LOC100132731       3  128629002  128664843     21       3  682386     -0.49068   -0.00015148     -0.49053
KIAA1257           3  128689779  128719915     10       3  687176      -1.2736   -0.00015148      -1.2735
EFCC1              3  128720131  128759585     13       2  681399      -1.1471   -0.00015148      -1.1469
GP9                3  128775459  128781254      1       1  689134       2.0638   -0.00015148       2.0639
RAB43              3  128806412  128840993      8       2  682555       1.6533   -0.00015148       1.6535
ISY1-RAB43         3  128806412  128880073     17       2  681648       1.6833   -0.00015148       1.6835
ISY1               3  128846259  128880409      7       1  678941       1.9043   -0.00015148       1.9045
CNBP               3  128886658  128902810      3       1  677482       2.1181   -0.00015148       2.1182
COPG1              3  128968453  128996616     11       2  677595       2.0449   -0.00015148        2.045
HMCES              3  128997680  129025029      7       2  691446       1.5882   -0.00015148       1.5884
H1FX               3  129033614  129035120      2       1  652589       1.9385   -0.00015148       1.9387
EFCAB12            3  129120164  129147494      8       2  690182       0.9318   -0.00015148      0.93195
MBD4               3  129149787  129159022      8       2  681687       1.0828   -0.00015148        1.083
IFT122             3  129158671  129239350     22       3  679818      0.62301   -0.00015148      0.62316
RHO                3  129247482  129254187      3       1  670498     0.047684   -0.00015148     0.047835
H1FOO              3  129262057  129270310      6       2  708904      0.81182   -0.00015148      0.81197
PLXND1             3  129274056  129325582     45       7  687541      0.61356   -0.00015148      0.61371
TMCC1              3  129366635  129612419     58       5  691183    0.0045497   -0.00015148    0.0047012
TRH                3  129693236  129696781      6       3  672484     -0.55419   -0.00015148     -0.55404
COL6A5             3  130064359  130203690    137      15  689282      -2.8692   -0.00015148      -2.8691
COL6A6             3  130236198  130395890     94      12  680858      -1.2004   -0.00015148      -1.2002
PIK3R4             3  130397778  130465696     33       1  681897     -0.44265   -0.00015148      -0.4425
ATP2C1             3  130569327  130735556     72       8  686140     0.086295   -0.00015148     0.086447
ASTE1              3  130732721  130745698     13       3  692153      0.77128   -0.00015148      0.77143
NEK11              3  130745694  131069309    219      22  683287      -1.6803   -0.00015148      -1.6801
NUDT16             3  131100515  131107674      3       2  653751      0.36448   -0.00015148      0.36463
MRPL3              3  131181045  131221860     28       6  668389      0.23787   -0.00015148      0.23802
CPNE4              3  131252413  131759152    701      48  687425       8.1058   -0.00015148       8.1059
ACPP               3  132036211  132087146     61       8  679120     0.092691   -0.00015148     0.092842
DNAJC13            3  132136361  132257876     83      12  697539     -0.31067   -0.00015148     -0.31052
ACAD11             3  132276982  132378975     28       4  692320      0.34287   -0.00015148      0.34302
ACKR4              3  132316081  132321488      2       1  684608      0.53421   -0.00015148      0.53436
UBA5               3  132373290  132397467      7       2  687598      0.16932   -0.00015148      0.16947
NPHP3              3  132399453  132441303     22       7  677360       1.0394   -0.00015148       1.0396
TMEM108            3  132757171  133116619    350      30  685010      -2.0594   -0.00015148      -2.0593
BFSP2              3  133118790  133194056     51      15  677416      -1.2635   -0.00015148      -1.2633
CDV3               3  133292434  133309118      9       3  687761     -0.79058   -0.00015148     -0.79043
TOPBP1             3  133319449  133380762     44       5  685164      -1.2969   -0.00015148      -1.2968
TF                 3  133464977  133497850     47      10  684275      -1.5306   -0.00015148      -1.5304
SRPRB              3  133502877  133540336     17       5  698836     -0.76091   -0.00015148     -0.76076
RAB6B              3  133543079  133614691     67      17  683551      -1.2304   -0.00015148      -1.2302
SLCO2A1            3  133651540  133748920     70      19  680225     -0.75918   -0.00015148     -0.75903
RYK                3  133875978  133969586     71       8  688059      -1.3792   -0.00015148       -1.379
AMOTL2             3  134074187  134094321     13       3  690986      -2.1343   -0.00015148      -2.1342
ANAPC13            3  134196546  134204865      7       1  718089      -2.3105   -0.00015148      -2.3103
CEP63              3  134204575  134293855     54       3  682528      -2.3711   -0.00015148      -2.3709
KY                 3  134318765  134370522     54       3  679323      -1.4992   -0.00015148       -1.499
EPHB1              3  134514099  134979309    547      61  685239       2.3375   -0.00015148       2.3376
PPP2R3A            3  135684515  135866752    100       9  693198       4.6812   -0.00015148       4.6813
MSL2               3  135867760  135915522     10       3  696845       5.8229   -0.00015148       5.8231
PCCB               3  135969167  136056737     35       6  693527       5.8054   -0.00015148       5.8055
STAG1              3  136055077  136471245    129      13  694358       5.6816   -0.00015148       5.6818
SLC35G2            3  136537861  136574734     23       2  690652       4.7118   -0.00015148        4.712
NCK1               3  136581050  136670446     51       2  683619       4.4119   -0.00015148        4.412
IL20RB             3  136676707  136729927      6       1  676374       1.0138   -0.00015148        1.014
SOX14              3  137483134  137485176      1       1  688742      -1.4506   -0.00015148      -1.4504
CLDN18             3  137717658  137752494     27       4  693362       1.7059   -0.00015148       1.7061
DZIP1L             3  137780827  137834451     45       3  681580      -1.1398   -0.00015148      -1.1397
A4GNT              3  137842560  137851229      6       1  681351      -1.7818   -0.00015148      -1.7816
DBR1               3  137879830  137893791     10       1  680274     -0.75474   -0.00015148     -0.75459
ARMC8              3  137906115  138017231     25       4  752902      0.31474   -0.00015148      0.31489
NME9               3  137980279  138049018     14       3  727892      0.20753   -0.00015148      0.20768
MRAS               3  138066490  138124377     46       5  761020        3.915   -0.00015148       3.9152
ESYT3              3  138153415  138197910     27       6  744395      0.39987   -0.00015148      0.40002
CEP70              3  138213186  138313187     47       3  668002     -0.74973   -0.00015148     -0.74958
FAIM               3  138327542  138352218     18       3  675628      -1.3359   -0.00015148      -1.3358
PIK3CB             3  138371540  138553780     66       2  683196      -2.0978   -0.00015148      -2.0976
FOXL2NB            3  138666076  138672830      2       1  675028      0.63922   -0.00015148      0.63937
PRR23A             3  138722804  138725110      1       1  692004      0.84796   -0.00015148      0.84811
PRR23C             3  138760944  138763734      1       1  692394       0.1737   -0.00015148      0.17385
MRPS22             3  139062861  139075888     14       4  682230     -0.96273   -0.00015148     -0.96258
COPB2              3  139076433  139108522     30       3  689418     -0.14946   -0.00015148     -0.14931
RBP2               3  139171726  139199662     28       5  686542     0.011199   -0.00015148     0.011351
RBP1               3  139236276  139258671     30       8  690425     -0.40362   -0.00015148     -0.40347
NMNAT3             3  139279022  139396885    105      18  684133      -1.3989   -0.00015148      -1.3988
CLSTN2             3  139654027  140286919    726      92  683285      -1.3967   -0.00015148      -1.3966
TRIM42             3  140396866  140419992     18       2  687168     -0.86776   -0.00015148      -0.8676
SLC25A36           3  140660662  140698785     35       3  677430      -2.3874   -0.00015148      -2.3872
SPSB4              3  140770743  140867453     47       6  680998       1.1775   -0.00015148       1.1777
PXYLP1             3  140950682  141013486     63       9  680507       1.3045   -0.00015148       1.3046
ZBTB38             3  141043055  141168634     86      12  696920       2.5763   -0.00015148       2.5764
RASA2              3  141205891  141334186     39       3  693704       3.8574   -0.00015148       3.8576
LOC646730          3  141381934  141426234     32      11  653788       2.2513   -0.00015148       2.2515
RNF7               3  141457051  141465645      7       2  687166      -1.3286   -0.00015148      -1.3285
GRK7               3  141497043  141535892     32       5  684398     -0.11884   -0.00015148     -0.11868
ATP1B3             3  141595424  141645382     39       8  678390       1.5071   -0.00015148       1.5072
TFDP2              3  141663270  141868386    121      12  686843         2.13   -0.00015148       2.1301
GK5                3  141876369  141944449     22       6  678460     -0.21251   -0.00015148     -0.21235
XRN1               3  142025449  142166904     40       5  687192     0.021493   -0.00015148     0.021645
ATR                3  142168077  142297668     42       4  680475   -0.0031941   -0.00015148   -0.0030426
PLS1               3  142315229  142432506     74       8  689084      -1.0221   -0.00015148      -1.0219
TRPC1              3  142443266  142526730     36       4  690357    -0.052473   -0.00015148    -0.052321
PCOLCE2            3  142536702  142608045     62      13  688276      -0.9819   -0.00015148     -0.98175
PAQR9              3  142680073  142682818      2       1  657443       1.5558   -0.00015148        1.556
U2SURP             3  142720366  142779567     40       3  683807       1.1748   -0.00015148        1.175
CHST2              3  142838618  142842856      2       1  685202     -0.16595   -0.00015148      -0.1658
SLC9A9             3  142984063  143567373    769      97  680614      -1.9376   -0.00015148      -1.9375
C3orf58            3  143690640  143711210     11       3  682456      0.59027   -0.00015148      0.59042
PLOD2              3  145787225  145879282     82       4  688822     -0.61996   -0.00015148     -0.61981
PLSCR4             3  145910122  145968966     75       9  686018     -0.03674   -0.00015148    -0.036589
PLSCR2             3  146109150  146213778     86       4  679261      -1.9891   -0.00015148       -1.989
PLSCR1             3  146232967  146262628     65       5  686304      -1.4923   -0.00015148      -1.4921
PLSCR5             3  146294342  146324003     67       9  688954     -0.96953   -0.00015148     -0.96938
ZIC4               3  147103835  147124596     10       4  687552       3.7685   -0.00015148       3.7686
ZIC1               3  147127181  147134506      1       1  688133      0.33497   -0.00015148      0.33512
AGTR1              3  148415658  148460790     38       9  663827       1.5925   -0.00015148       1.5926
CPB1               3  148508917  148577979     76      19  689789     -0.22723   -0.00015148     -0.22708
CPA3               3  148583043  148614874     29       3  684818     -0.55444   -0.00015148     -0.55429
GYG1               3  148709195  148745456     23       4  690625       3.1857   -0.00015148       3.1858
HLTF               3  148747904  148804341     38       4  683631       3.0443   -0.00015148       3.0445
HPS3               3  148847371  148891305     52      10  688151      0.62947   -0.00015148      0.62962
CP                 3  148880197  148939832     40      13  680000     -0.38338   -0.00015148     -0.38323
TM4SF18            3  149036285  149051548     20       6  676926       -1.079   -0.00015148      -1.0789
TM4SF1             3  149086805  149095647     13       2  689432      -1.5137   -0.00015148      -1.5136
TM4SF4             3  149192368  149221181     47       7  687200      -1.5729   -0.00015148      -1.5728
WWTR1              3  149235022  149421060    175      31  686917     -0.41293   -0.00015148     -0.41278
COMMD2             3  149456257  149470287      7       3  683827      0.19449   -0.00015148      0.19464
ANKUB1             3  149478887  149510610     24       7  682522      0.67384   -0.00015148      0.67399
RNF13              3  149530475  149679926     48       8  677808     -0.18927   -0.00015148     -0.18912
PFN2               3  149682691  149688741      2       1  742491      0.93826   -0.00015148      0.93841
TMEM183B           3  149699448  149701153      1       1  692382       1.8856   -0.00015148       1.8858
TSC22D2            3  150126101  150177906     36       6  694443       0.9318   -0.00015148      0.93196
SERP1              3  150259780  150264428      4       2  703854      0.23827   -0.00015148      0.23843
EIF2A              3  150264465  150303803     25       5  676207     -0.16654   -0.00015148     -0.16639
SELT               3  150321066  150348234     14       4  685995     -0.12002   -0.00015148     -0.11987
ERICH6             3  150377672  150421786     28       8  680699      -1.2667   -0.00015148      -1.2666
SIAH2              3  150458910  150481263     13       2  665122     -0.10301   -0.00015148     -0.10286
CLRN1              3  150643950  150690786     57       8  682819     -0.98819   -0.00015148     -0.98803
MED12L             3  150803452  151154465    327      23  689806      0.61039   -0.00015148      0.61054
GPR171             3  150915537  150920997      2       1  691923     -0.10083   -0.00015148     -0.10068
P2RY14             3  150929905  150996996     59       8  684105       1.7221   -0.00015148       1.7223
GPR87              3  151011874  151034636     19       4  688710       1.0594   -0.00015148       1.0595
P2RY13             3  151044096  151047337      6       2  691451      0.89604   -0.00015148      0.89619
P2RY12             3  151054631  151102600     91      13  692895       1.2642   -0.00015148       1.2643
IGSF10             3  151153778  151179272     29       4  688520     -0.67481   -0.00015148     -0.67466
AADACL2            3  151451704  151475556     28       5  677060      0.46971   -0.00015148      0.46986
SUCNR1             3  151591431  151599876     14       3  683127      -2.7747   -0.00015148      -2.7746
MBNL1              3  151962120  152183569    118      12  689007      0.58375   -0.00015148       0.5839
TMEM14E            3  152057487  152058779      1       1  641762      -2.1024   -0.00015148      -2.1023
P2RY1              3  152552736  152555845      2       1  691723      -1.7881   -0.00015148       -1.788
RAP2B              3  152880001  152888413      2       1  682569      -2.4221   -0.00015148      -2.4219
C3orf79            3  153202284  153220486     16       4  671145       0.8254   -0.00015148      0.82556
ARHGEF26           3  153838792  153975616    155      11  688411       4.7812   -0.00015148       4.7814
DHX36              3  153993452  154042286     28       5  695001       5.4805   -0.00015148       5.4806
GPR149             3  154055461  154147504    106      13  683875       3.4282   -0.00015148       3.4284
MME                3  154797436  154901518     84      20  673764     -0.93806   -0.00015148     -0.93791
PLCH1              3  155197670  155462878    252      14  680656        1.777   -0.00015148       1.7771
C3orf33            3  155480401  155524076     22       5  673961      0.10486   -0.00015148      0.10501
SLC33A1            3  155544300  155572248     15       3  672577       -1.334   -0.00015148      -1.3338
GMPS               3  155588325  155657150     40       6  682156       -1.335   -0.00015148      -1.3348
KCNAB1             3  155838337  156256927    374      42  683181    -0.050995   -0.00015148    -0.050844
SSR3               3  156257929  156272973     26       4  679718      0.97316   -0.00015148      0.97331
TIPARP             3  156392205  156424559     24       3  673101       1.7984   -0.00015148       1.7986
LEKR1              3  156543069  156763918    198      19  676575     -0.75461   -0.00015148     -0.75446
CCNL1              3  156864291  156878482      4       1  664572       4.6399   -0.00015148         4.64
VEPH1              3  156977531  157221415    272      20  684356       2.5113   -0.00015148       2.5114
PTX3               3  157154580  157161417      3       1  691254     -0.63031   -0.00015148     -0.63016
PQLC2L             3  157261133  157395531    157      16  685012        2.178   -0.00015148       2.1782
SHOX2              3  157813800  157823952      9       1  666957       2.2211   -0.00015148       2.2213
RSRC1              3  157823690  158262624    340      12  683582       4.8448   -0.00015148       4.8449
MLF1               3  158288953  158324249     28       6  688990      0.66366   -0.00015148      0.66381
GFM1               3  158362286  158410361     54       4  687561      -1.9344   -0.00015148      -1.9342
LXN                3  158384203  158390482      8       2  690516      -1.4104   -0.00015148      -1.4103
RARRES1            3  158414892  158450642     35       6  701645      -1.6192   -0.00015148      -1.6191
LOC100287290       3  158458178  158477966     13       3  689475      -1.3616   -0.00015148      -1.3614
MFSD1              3  158519051  158547508     23       6  687907     -0.99703   -0.00015148     -0.99688
IQCJ               3  158787041  158984096    164      16  687738     0.032894   -0.00015148     0.033046
IQCJ-SCHIP1        3  158787041  159615155    594      53  685597     0.045937   -0.00015148     0.046089
SCHIP1             3  158991036  159615155    421      54  684650      0.38237   -0.00015148      0.38252
IL12A              3  159706623  159713806      6       3  699585        3.018   -0.00015148       3.0182
IFT80              3  159974774  160118028     43       7  688751     -0.33062   -0.00015148     -0.33047
SMC4               3  160117078  160152755     16       3  688916     -0.31838   -0.00015148     -0.31823
TRIM59             3  160153291  160167626      7       1  683713      0.14444   -0.00015148      0.14459
KPNA4              3  160212783  160283376     25       4  687037      -0.7717   -0.00015148     -0.77155
PPM1L              3  160473996  160788817    265      16  689761      -0.6992   -0.00015148     -0.69905
B3GALNT1           3  160801671  160823160     16       3  688484      0.16696   -0.00015148      0.16711
NMD3               3  160939050  160970082      6       2  706095     -0.66147   -0.00015148     -0.66132
SPTSSB             3  161062580  161090662     45       7  677923       0.1017   -0.00015148      0.10185
OTOL1              3  161147389  161221740    103       7  677061       -1.318   -0.00015148      -1.3178
SI                 3  164696686  164796283     66       5  687027      0.55501   -0.00015148      0.55516
SLITRK3            3  164902010  164914469     10       3  691535       1.1487   -0.00015148       1.1489
BCHE               3  165490692  165555260     69      10  683925    -0.088594   -0.00015148    -0.088442
ZBBX               3  166958075  167098193    111      10  676525      -1.0066   -0.00015148      -1.0064
SERPINI2           3  167159577  167196732     41       6  684980     -0.58738   -0.00015148     -0.58722
WDR49              3  167196289  167371747     63       8  673215      -0.9608   -0.00015148     -0.96065
PDCD10             3  167401692  167452693     31       1  670783      -2.7515   -0.00015148      -2.7513
SERPINI1           3  167453432  167543357     63      12  683481       1.2337   -0.00015148       1.2338
GOLIM4             3  167726457  167813712     64      11  681927      -2.5544   -0.00015148      -2.5543
MECOM              3  168801287  169381563    594      77  701002      -1.4173   -0.00015148      -1.4171
ACTRT3             3  169484709  169487683      3       1  686162       1.5027   -0.00015148       1.5028
MYNN               3  169490619  169507504      7       1  692286     -0.49073   -0.00015148     -0.49058
LRRC34             3  169511216  169530574      6       1  705278     -0.74954   -0.00015148     -0.74939
LRRIQ4             3  169530658  169555561     10       1  686933     -0.89496   -0.00015148     -0.89481
LRRC31             3  169557029  169587723     27       3  679003      -1.4297   -0.00015148      -1.4296
SAMD7              3  169629360  169656963     35       7  679768      -2.3191   -0.00015148      -2.3189
SEC62              3  169684580  169716161     23       2  682216      -1.3877   -0.00015148      -1.3876
GPR160             3  169755735  169803184     40       4  679670      -2.2723   -0.00015148      -2.2722
PHC3               3  169805368  169899537     29       5  697161      -1.9072   -0.00015148       -1.907
PRKCI              3  169940220  170023770     35       5  679828      -1.0743   -0.00015148      -1.0742
SKIL               3  170075473  170114637     24       2  685585      -1.5439   -0.00015148      -1.5438
CLDN11             3  170136653  170152479     13       3  689365     -0.77034   -0.00015148     -0.77019
SLC7A14            3  170177342  170303863    104      19  687238      0.60108   -0.00015148      0.60123
RPL22L1            3  170582664  170588045      4       1  794230       2.9499   -0.00015148         2.95
EIF5A2             3  170606204  170626426      7       2  718884       4.8933   -0.00015148       4.8935
SLC2A2             3  170714137  170744768     29       3  776732        4.264   -0.00015148       4.2642
TNIK               3  170780292  171178197    290      54  679507       3.7267   -0.00015148       3.7268
PLD1               3  171318195  171528284    164      11  679753       -1.232   -0.00015148      -1.2318
TMEM212            3  171561139  171577108      9       5  662117     -0.69142   -0.00015148     -0.69127
FNDC3B             3  171757418  172118493    265      40  680039     -0.41374   -0.00015148     -0.41359
GHSR               3  172161081  172166246      9       3  711496      -1.4827   -0.00015148      -1.4825
TNFSF10            3  172223298  172241297     39       8  693947      -1.9272   -0.00015148       -1.927
NCEH1              3  172348435  172429207     77      18  677111       1.1303   -0.00015148       1.1305
ECT2               3  172468425  172539264     30       4  690446       1.4074   -0.00015148       1.4076
SPATA16            3  172607147  172859058    214      33  681001      -1.7067   -0.00015148      -1.7065
NLGN1              3  173115570  174004434    902      89  681012       2.8302   -0.00015148       2.8303
NAALADL2           3  174577095  175523428    903     112  677944      -4.3163   -0.00015148      -4.3162
TBL1XR1            3  176738542  176915048     93      12  682694       1.7515   -0.00015148       1.7517
KCNMB2             3  178254086  178562217    350      31  686251      0.67859   -0.00015148      0.67875
ZMAT3              3  178735011  178790067     18       4  674203     -0.57085   -0.00015148      -0.5707
PIK3CA             3  178866311  178952500     39       5  680412      -1.4358   -0.00015148      -1.4357
