# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
MROH9              1  170904612  171033906    477      33  246585      0.09415    0.00072216     0.093428
FMO3               1  171060018  171086961    101      14  257006    -0.018592    0.00072216    -0.019315
FMO2               1  171154388  171181822    162      18  253614     -0.26376    0.00072216     -0.26449
FMO1               1  171217610  171255113    111      21  250092     -0.26267    0.00072216     -0.26339
FMO4               1  171283318  171311223     54      15  222428     -0.20187    0.00072216      -0.2026
PRRC2C             1  171454652  171562650    316      26  242335       3.3379    0.00072216       3.3372
MYOC               1  171604557  171621773     90      18  241807       2.4271    0.00072216       2.4263
VAMP4              1  171669296  171711379    101      12  258015       2.3793    0.00072216       2.3785
METTL13            1  171750761  171766856     58       7  252058       3.9073    0.00072216       3.9065
DNM3               1  171810618  172387606   1571      89  237453     -0.30177    0.00072216      -0.3025
C1orf105           1  172389828  172437969    150      23  248109      0.14177    0.00072216      0.14104
PIGC               1  172410597  172413230      7       3  249307      -1.1492    0.00072216      -1.1499
SUCO               1  172501494  172580973    168      28  223779      -1.5792    0.00072216      -1.5799
FASLG              1  172628185  172636013     13       6  241504      -0.5118    0.00072216     -0.51252
TNFSF18            1  173010360  173020103     29       7  244701      -1.8761    0.00072216      -1.8768
TNFSF4             1  173152870  173176471     71      14  242925     -0.91443    0.00072216     -0.91515
PRDX6              1  173446486  173457946     24       9  224378       -0.315    0.00072216     -0.31573
SLC9C2             1  173469604  173572233    320      19  234822       0.7188    0.00072216      0.71808
ANKRD45            1  173577475  173639001    117      11  220868      0.13504    0.00072216      0.13432
LOC730159          1  173604661  173606273      4       2  231696      0.54926    0.00072216      0.54853
KLHL20             1  173684063  173755960    184      20  208172      0.30975    0.00072216      0.30903
CENPL              1  173768688  173794325     60      10  213112      0.38598    0.00072216      0.38526
DARS2              1  173793719  173827682     65      12  223263       1.0671    0.00072216       1.0664
ZBTB37             1  173837220  173856596     57      15  239420       1.5831    0.00072216       1.5823
SERPINC1           1  173872938  173886516     30       7  249171       1.4574    0.00072216       1.4567
RC3H1              1  173900352  173962210    142      18  227087       1.0258    0.00072216       1.0251
RABGAP1L           1  174128552  174964445   1916      31  245566       3.2098    0.00072216        3.209
GPR52              1  174417212  174418683      2       1  243179      0.61174    0.00072216      0.61102
CACYBP             1  174968571  174981163     26       9  240707       2.8177    0.00072216        2.817
MRPS14             1  174982094  174992591     23       8  244491       3.2029    0.00072216       3.2022
TNN                1  175036994  175117202    311      38  247190     -0.56456    0.00072216     -0.56529
KIAA0040           1  175126123  175162229    119      19  239498      0.78719    0.00072216      0.78647
TNR                1  175291935  175712752   1448     146  239215      0.55149    0.00072216      0.55076
RFWD2              1  175913967  176176386    703      37  242716      0.44157    0.00072216      0.44084
PAPPA2             1  176432307  176814737    932      52  246237     -0.44336    0.00072216     -0.44409
ASTN1              1  176826441  177134024    802      67  244890     0.023656    0.00072216     0.022934
BRINP2             1  177140058  177251558    229      39  248287      0.90801    0.00072216      0.90729
SEC16B             1  177892825  177939188    206      43  247464     -0.74118    0.00072216      -0.7419
RASAL2             1  178062864  178448649    916      42  226229     -0.65224    0.00072216     -0.65296
LINC00083          1  178463034  178468769     17       6  215906     -0.73819    0.00072216     -0.73891
TEX35              1  178482212  178492635     33      10  238086      -1.3226    0.00072216      -1.3233
RALGPS2            1  178694300  178890975    454      30  246666     -0.69588    0.00072216      -0.6966
ANGPTL1            1  178818670  178840215     37      12  248000     -0.61759    0.00072216     -0.61831
FAM20B             1  178994939  179045702    175      23  252939     -0.63107    0.00072216     -0.63179
TOR3A              1  179050415  179067158     58      19  249074       1.7266    0.00072216       1.7259
ABL2               1  179068462  179198819    325      25  249004        1.197    0.00072216       1.1963
SOAT1              1  179262849  179327815    272      22  258169     -0.49984    0.00072216     -0.50056
AXDND1             1  179334855  179523870   1065      26  255236      0.32052    0.00072216       0.3198
NPHS2              1  179519674  179545086    117      18  253950      0.77386    0.00072216      0.77313
TDRD5              1  179560748  179660407    309      20  251432     -0.78706    0.00072216     -0.78778
FAM163A            1  179696912  179785333    341      43  231381      -2.7665    0.00072216      -2.7673
TOR1AIP2           1  179809102  179847867    107      18  236153       1.6969    0.00072216       1.6962
TOR1AIP1           1  179851177  179889212    132      20  244514       2.0339    0.00072216       2.0332
CEP350             1  179923908  180084015    473      29  246490     -0.21444    0.00072216     -0.21516
QSOX1              1  180123968  180169430    247      29  242506     -0.45503    0.00072216     -0.45575
LHX4               1  180199433  180244188    199      43  246419     -0.83399    0.00072216     -0.83472
ACBD6              1  180257352  180472022    696      34  243055     0.037025    0.00072216     0.036302
XPR1               1  180601146  180859415    553      35  240864       0.2273    0.00072216      0.22658
KIAA1614           1  180882313  180920745    128      34  235008       1.6487    0.00072216       1.6479
STX6               1  180942164  180992074     94      16  246565     -0.41716    0.00072216     -0.41788
MR1                1  181002561  181031074    107      26  233582      -1.6039    0.00072216      -1.6046
IER5               1  181057638  181059979      7       3  250058     -0.10695    0.00072216     -0.10767
CACNA1E            1  181452447  181775920    995      96  239654       5.2784    0.00072216       5.2777
ZNF648             1  182023705  182030847     14       4  232829       3.2983    0.00072216       3.2976
GLUL               1  182350839  182361341     36      10  242908    -0.045023    0.00072216    -0.045745
TEDDM1             1  182367252  182369751      9       3  254117    -0.019382    0.00072216    -0.020104
RGSL1              1  182419256  182529732    423      30  238616      0.89973    0.00072216      0.89901
RNASEL             1  182542769  182558420     36      14  224865      0.76031    0.00072216      0.75959
RGS16              1  182567758  182573548     15       7  226158     -0.77457    0.00072216     -0.77529
RGS8               1  182613036  182653502    131      20  234975      0.98998    0.00072216      0.98926
NPL                1  182758584  182799519    127      18  226253     -0.86513    0.00072216     -0.86585
DHX9               1  182808439  182857117    145      22  214015     -0.61309    0.00072216     -0.61381
SHCBP1L            1  182869000  182922553    130      20  222175     -0.57649    0.00072216     -0.57721
LAMC1              1  182992572  183114727    464      17  246255     -0.40337    0.00072216     -0.40409
LAMC2              1  183147952  183214262    288      26  243708       2.3323    0.00072216       2.3315
NMNAT2             1  183217372  183387634    544      42  239255       2.6015    0.00072216       2.6007
SMG7               1  183441506  183523328    138      34  238932       3.1844    0.00072216       3.1837
NCF2               1  183524697  183560056    105      27  245130       1.5591    0.00072216       1.5584
ARPC5              1  183595328  183605076     45       3  260169     -0.94919    0.00072216     -0.94991
RGL1               1  183605208  183897666    889      67  247691     -0.90436    0.00072216     -0.90508
APOBEC4            1  183615410  183622448     40       3  252793     -0.66038    0.00072216      -0.6611
COLGALT2           1  183898988  184006904    389      40  237927     -0.90664    0.00072216     -0.90736
TSEN15             1  184020811  184043346    130       5  168898      -1.5065    0.00072216      -1.5073
C1orf21            1  184356150  184598155    718      52  240266       1.2459    0.00072216       1.2452
EDEM3              1  184659625  184724041    268      11  220816      0.82903    0.00072216      0.82831
FAM129A            1  184760159  184943718    629      56  225611       1.8898    0.00072216       1.8891
RNF2               1  185014482  185071740    126      24  222174       1.0255    0.00072216       1.0248
TRMT1L             1  185087217  185126230     99      14  234620       1.4585    0.00072216       1.4577
SWT1               1  185126155  185260913    359      19  213479     -0.30521    0.00072216     -0.30593
IVNS1ABP           1  185265520  185286461     47      14  210601      0.26912    0.00072216       0.2684
HMCN1              1  185703683  186160085    964      50  215279      -1.4776    0.00072216      -1.4783
PRG4               1  186265405  186283688     32      10  240169     -0.40747    0.00072216     -0.40819
TPR                1  186280784  186344883    166      22  250072     -0.58236    0.00072216     -0.58308
C1orf27            1  186344890  186390503    104      23  247966     -0.42616    0.00072216     -0.42688
OCLM               1  186369704  186370587      4       2  222021      0.74518    0.00072216      0.74446
PDC                1  186412698  186430240     37      11  232205     -0.32414    0.00072216     -0.32487
PTGS2              1  186640944  186649559     19       7  256028     -0.30169    0.00072216     -0.30241
PLA2G4A            1  186798032  186958113    534      52  249876     -0.27827    0.00072216     -0.27899
LOC101929766       1  189235212  189304663    185      13  245693     -0.93787    0.00072216      -0.9386
BRINP3             1  190066792  190447534    847      47  243728       1.9128    0.00072216        1.912
RGS18              1  192127592  192154945     45      13  235756        1.192    0.00072216       1.1913
RGS21              1  192286122  192336415    136      22  238539       1.6171    0.00072216       1.6164
RGS1               1  192544857  192549159     10       3  237235       0.7546    0.00072216      0.75388
RGS13              1  192605268  192629441     80      10  237783      0.47757    0.00072216      0.47685
RGS2               1  192778169  192781407      3       1  249115       1.3178    0.00072216       1.3171
UCHL5              1  192981496  193029237     91      14  233828       3.0427    0.00072216        3.042
TROVE2             1  193028552  193060907     70      17  231029       3.9016    0.00072216       3.9009
GLRX2              1  193065595  193075659     27       9  239201       3.9671    0.00072216       3.9664
CDC73              1  193091088  193223945    356      23  236134       3.2925    0.00072216       3.2917
B3GALT2            1  193147860  193155743     17       6  239273       3.3747    0.00072216        3.374
KCNT2              1  196194913  196577690    865      32  239467     -0.56296    0.00072216     -0.56369
CFH                1  196621008  196716634    350      28  229396       3.0443    0.00072216       3.0436
CFHR3              1  196743925  196763203     10       6  166775       0.6975    0.00072216      0.69678
CFHR1              1  196788861  196801319      3       2  224320      -0.8294    0.00072216     -0.83012
CFHR4              1  196857144  196887843     67      16  243883       1.7941    0.00072216       1.7934
CFHR2              1  196912888  196928356     43      13  241357       2.3147    0.00072216        2.314
CFHR5              1  196946667  196978804     81      19  236376       1.0482    0.00072216       1.0475
F13B               1  197007877  197036568     66      12  244756     0.057312    0.00072216      0.05659
ASPM               1  197053257  197115824    114      13  250335     -0.54268    0.00072216      -0.5434
ZBTB41             1  197122814  197169672    107      20  233840     0.038511    0.00072216     0.037789
CRB1               1  197170592  197447585    596      58  227031      0.11541    0.00072216      0.11469
DENND1B            1  197473878  197744623    464      32  233019     0.044112    0.00072216      0.04339
C1orf53            1  197871682  197876497      7       5  223721     0.054574    0.00072216     0.053852
LHX9               1  197881635  197904606     66      20  233674      0.08855    0.00072216     0.087828
NEK7               1  198126108  198291550    513      26  250639       1.2353    0.00072216       1.2345
ATP6V1G3           1  198492352  198510075     40      13  248641      0.32658    0.00072216      0.32586
PTPRC              1  198608098  198726605    368      37  241166      -1.0754    0.00072216      -1.0761
NR5A2              1  199996730  200146552    633      72  238855     -0.78231    0.00072216     -0.78303
ZNF281             1  200374075  200379186      3       2  248770       1.7395    0.00072216       1.7387
KIF14              1  200520625  200589862    251      32  246687     -0.60566    0.00072216     -0.60638
DDX59              1  200609935  200639126     87      16  248411     -0.90177    0.00072216     -0.90249
CAMSAP2            1  200708686  200829832    304      29  247459       1.0351    0.00072216       1.0343
GPR25              1  200842083  200843306      3       2  253600       1.8062    0.00072216       1.8055
C1orf106           1  200860627  200884864     89      25  231853       3.0906    0.00072216       3.0898
KIF21B             1  200938514  200992828    193      28  238971       2.1208    0.00072216       2.1201
CACNA1S            1  201008635  201081694    291      52  236707        1.497    0.00072216       1.4963
ASCL5              1  201083081  201084500      4       2  257318     0.025649    0.00072216     0.024927
TMEM9              1  201103900  201140710    155      30  243550      -1.7861    0.00072216      -1.7868
IGFN1              1  201159952  201198080    169      36  246775     -0.54319    0.00072216     -0.54392
PKP1               1  201252580  201302121    246      26  251549       -1.247    0.00072216      -1.2477
TNNT2              1  201328136  201346836     90      14  244656      -1.0837    0.00072216      -1.0844
LAD1               1  201349966  201368669     58      15  249166     -0.31135    0.00072216     -0.31207
TNNI1              1  201372895  201390874     33      12  230020     -0.89486    0.00072216     -0.89558
PHLDA3             1  201434607  201438299     12       5  245336       1.2143    0.00072216       1.2136
CSRP1              1  201452658  201476387    115      23  232361      -0.1893    0.00072216     -0.19002
NAV1               1  201508243  201796102    880      96  240070    -0.057167    0.00072216    -0.057889
IPO9               1  201798288  201853422    172      28  214128       4.2308    0.00072216       4.2301
SHISA4             1  201857797  201861715     12       6  230303       3.3333    0.00072216       3.3326
LMOD1              1  201865584  201915716    151      30  232539       3.8916    0.00072216       3.8908
TIMM17A            1  201924619  201939789     41       9  240178       2.8189    0.00072216       2.8182
RNPEP              1  201951766  201975275    131      21  245986     0.023933    0.00072216     0.023211
ELF3               1  201979647  201986316     17       6  239691     -0.61267    0.00072216     -0.61339
GPR37L1            1  202092029  202098634     29       9  249098      0.67598    0.00072216      0.67525
ARL8A              1  202102532  202113871     20       9  233302       2.8414    0.00072216       2.8407
PTPN7              1  202116141  202130716     41      16  220230        2.939    0.00072216       2.9383
LGR6               1  202163118  202288889    326      37  240088      -1.5613    0.00072216       -1.562
UBE2T              1  202300785  202311094     17       7  237522      0.64539    0.00072216      0.64467
PPP1R12B           1  202317830  202557697    435      37  232769      0.67772    0.00072216        0.677
SYT2               1  202559724  202679551    321      52  241868     -0.64901    0.00072216     -0.64973
KDM5B              1  202696532  202777549    225      27  250767      -1.6533    0.00072216       -1.654
RABIF              1  202847410  202858385     29       7  252766     0.067642    0.00072216      0.06692
KLHL12             1  202860230  202897766     83      10  253928     -0.64381    0.00072216     -0.64454
ADIPOR1            1  202909960  202927700     64      16  241604      -1.5824    0.00072216      -1.5831
CYB5R1             1  202931001  202936404     11       3  247352     -0.48698    0.00072216     -0.48771
TMEM183A           1  202976520  202993976     37      11  242868      -2.1586    0.00072216      -2.1593
PPFIA4             1  202995649  203047864    178      30  247995      0.78186    0.00072216      0.78114
MYOG               1  203052257  203055166      6       3  236027     -0.17306    0.00072216     -0.17378
ADORA1             1  203096833  203136533    136      29  245839     -0.16919    0.00072216     -0.16992
MYBPH              1  203136939  203144969     24       9  245691     -0.27894    0.00072216     -0.27966
CHI3L1             1  203148059  203155978     30       7  249963       -2.051    0.00072216      -2.0517
CHIT1              1  203185207  203198860     46      11  252164      -1.5773    0.00072216       -1.578
BTG2               1  203274664  203278730      6       2  253257      -1.3012    0.00072216      -1.3019
FMOD               1  203309749  203320557     39      11  237987     -0.67234    0.00072216     -0.67306
PRELP              1  203444883  203460480     53      11  243404      0.87914    0.00072216      0.87842
OPTC               1  203463271  203478077     58      12  243003      0.23123    0.00072216      0.23051
ATP2B4             1  203595915  203713209    297      42  237955      -0.9319    0.00072216     -0.93262
LAX1               1  203734284  203745500     39       6  249843      -1.2842    0.00072216      -1.2849
ZC3H11A            1  203764665  203823256    205      20  234317      -2.3155    0.00072216      -2.3162
ZBED6              1  203766651  203769590      7       4  241658      -1.3026    0.00072216      -1.3034
SNRPE              1  203830740  203840280     37       6  257012     -0.83322    0.00072216     -0.83394
SOX13              1  204042237  204096871    181      52  236133     -0.53887    0.00072216     -0.53959
ETNK2              1  204100190  204121307     56      23  236486     0.064552    0.00072216      0.06383
REN                1  204123944  204135465     44      11  254780      0.10843    0.00072216       0.1077
KISS1              1  204159469  204165619     19       4  260898     -0.74352    0.00072216     -0.74424
GOLT1A             1  204167288  204183220     41      12  236509     -0.36635    0.00072216     -0.36707
PLEKHA6            1  204187979  204329057    521      37  248745     0.099564    0.00072216     0.098841
PPP1R15B           1  204369781  204380945     23      10  220306      -1.0139    0.00072216      -1.0146
PIK3C2B            1  204391756  204463943    276      30  225026      0.82681    0.00072216      0.82609
MDM4               1  204485507  204596131    386      30  231166       1.6929    0.00072216       1.6922
LRRN2              1  204586298  204654597    243      44  233880      0.47135    0.00072216      0.47063
NFASC              1  204797782  204991950    736      71  233979     -0.53909    0.00072216     -0.53981
CNTN2              1  205012340  205047173    155      25  245981       1.1102    0.00072216       1.1095
TMEM81             1  205052257  205053588      7       4  242566       1.0049    0.00072216       1.0042
RBBP5              1  205055270  205091150    125      22  243757      0.60487    0.00072216      0.60415
DSTYK              1  205111631  205180727    186      22  245118       -1.351    0.00072216      -1.3517
TMCC2              1  205197038  205242471    157      24  244541      -0.8381    0.00072216     -0.83883
NUAK2              1  205271191  205290883     69      21  235589       1.4142    0.00072216       1.4135
KLHDC8A            1  205305193  205326218    106      20  245091       0.8937    0.00072216      0.89298
LEMD1              1  205350506  205391214    124      20  243935     -0.66787    0.00072216     -0.66859
CDK18              1  205473684  205501921    135      38  241772      0.63526    0.00072216      0.63454
MFSD4              1  205538112  205572046    142      29  243131       2.0553    0.00072216       2.0546
ELK4               1  205577071  205602971     61      13  245454       1.1999    0.00072216       1.1991
SLC45A3            1  205626979  205649630     78      25  235361     -0.14537    0.00072216     -0.14609
NUCKS1             1  205681947  205719372     99      23  239537       0.8764    0.00072216      0.87568
RAB29              1  205737114  205744615     33      10  248807      0.81901    0.00072216      0.81829
SLC41A1            1  205758221  205782887     77      20  237406       1.4691    0.00072216       1.4684
PM20D1             1  205797150  205819276     56      19  242069       1.1852    0.00072216       1.1845
SLC26A9            1  205882176  205912588    155      26  237267      -2.2048    0.00072216      -2.2055
FAM72A             1  206138911  206155074      1       1  193344     -0.28662    0.00072216     -0.28734
AVPR1B             1  206224283  206231482     47       7  229042       1.2429    0.00072216       1.2422
C1orf186           1  206238872  206288236     98      14  210005      -1.7164    0.00072216      -1.7171
CTSE               1  206317459  206332104     17       2  220344      -1.0147    0.00072216      -1.0154
IKBKE              1  206643586  206670223     93      23  237866      0.23568    0.00072216      0.23496
RASSF5             1  206680866  206762616    193      32  252161       1.6557    0.00072216        1.655
EIF2D              1  206764974  206785904     64      15  243491     -0.47779    0.00072216     -0.47851
DYRK3              1  206808881  206823229     23       8  241660      -1.5684    0.00072216      -1.5691
MAPKAPK2           1  206858295  206907630    134      27  243183      0.41555    0.00072216      0.41483
IL10               1  206940948  206945839     17       6  255228      -0.1949    0.00072216     -0.19562
IL19               1  206972215  207016326    139      26  250301     -0.62041    0.00072216     -0.62113
IL20               1  207038699  207042568      6       3  246227     -0.85001    0.00072216     -0.85073
IL24               1  207070630  207077484     25       8  215960      0.13799    0.00072216      0.13727
FCMR               1  207076630  207095378     38      12  229840      -0.6376    0.00072216     -0.63832
PIGR               1  207101867  207119814     59      16  225640      -1.8966    0.00072216      -1.8973
FCAMR              1  207131312  207143970     55      10  235758     -0.78413    0.00072216     -0.78485
C1orf116           1  207191866  207208555     78       9  188627      0.69209    0.00072216      0.69137
PFKFB2             1  207207761  207254368    114      18  212237     -0.49245    0.00072216     -0.49317
YOD1               1  207217194  207226325     22       8  223369     -0.91315    0.00072216     -0.91387
C4BPB              1  207262210  207273338     34      12  198826      0.54683    0.00072216      0.54611
C4BPA              1  207277583  207318317    121      24  234792      0.52351    0.00072216      0.52278
CD55               1  207494817  207534311     93      13  247765     -0.67805    0.00072216     -0.67877
CR2                1  207627645  207663240    110      21  237866     0.088302    0.00072216     0.087579
CR1                1  207669473  207815110    346      34  228991       1.7053    0.00072216       1.7045
CR1L               1  207818458  207897036    360      26  247047       3.6807    0.00072216         3.68
CD46               1  207925383  207968861    113      18  245335       3.7429    0.00072216       3.7422
CD34               1  208059883  208084742     99      22  244493      0.41335    0.00072216      0.41263
PLXNA2             1  208195587  208417665    719      76  244313       2.0634    0.00072216       2.0626
MIR205HG           1  209602168  209605894      8       2  252182      0.10985    0.00072216      0.10913
CAMK1G             1  209757045  209787284    107      20  251144     -0.52715    0.00072216     -0.52787
LAMB3              1  209788215  209825820    161      29  245512      0.91827    0.00072216      0.91755
G0S2               1  209848670  209849735      4       2  251079     -0.93707    0.00072216     -0.93779
HSD11B1            1  209859525  209908295    114      17  244042     -0.93006    0.00072216     -0.93078
TRAF3IP3           1  209929393  209955668     99      16  238232     -0.94541    0.00072216     -0.94614
C1orf74            1  209955662  209957890      3       2  257128       1.5493    0.00072216       1.5486
IRF6               1  209958968  209979520     73      12  241374       2.1968    0.00072216       2.1961
DIEXF              1  210001312  210030910    123      17  250587       2.4826    0.00072216       2.4818
SYT14              1  210111519  210337636    648      45  225417    -0.048991    0.00072216    -0.049713
SERTAD4            1  210406195  210420252     38      20  204347     -0.47432    0.00072216     -0.47505
HHAT               1  210501596  210849638   1510     131  244216      0.18905    0.00072216      0.18833
KCNH1              1  210851657  211307457   1643     110  244979       1.9833    0.00072216       1.9826
RCOR3              1  211432708  211489727    195      29  244368       1.8355    0.00072216       1.8348
TRAF5              1  211499849  211548403    144      31  238084       2.1546    0.00072216       2.1539
RD3                1  211649864  211666259     57      17  250337      0.98748    0.00072216      0.98676
SLC30A1            1  211748381  211752099      6       3  257015    -0.036096    0.00072216    -0.036818
NEK2               1  211831598  211848972     49      13  256365      0.47266    0.00072216      0.47194
LPGAT1             1  211916799  212048531    469      36  249672      -1.5301    0.00072216      -1.5308
INTS7              1  212113741  212209002    341      23  248301       -1.525    0.00072216      -1.5257
DTL                1  212208919  212278187    254      25  247380      -1.1862    0.00072216      -1.1869
PPP2R5A            1  212458879  212535205    203      31  241915      0.56719    0.00072216      0.56647
TMEM206            1  212537816  212588267    132      27  244841       1.2504    0.00072216       1.2497
NENF               1  212606229  212619721     54      12  243229       1.2957    0.00072216        1.295
ATF3               1  212738676  212794119    221      41  250054      0.24842    0.00072216       0.2477
FAM71A             1  212797789  212800120     12       7  246197      -1.2154    0.00072216      -1.2161
BATF3              1  212859759  212873327     60      20  236794       1.2494    0.00072216       1.2487
NSL1               1  212899495  212965139    298      17  249863      -1.4399    0.00072216      -1.4406
TATDN3             1  212965170  212990167    120      12  250879      -1.5298    0.00072216      -1.5305
SPATA45            1  213003483  213020991     87      16  251996     -0.15342    0.00072216     -0.15415
FLVCR1             1  213031597  213072705    212      16  259945      0.94404    0.00072216      0.94331
VASH2              1  213123887  213164986    133      26  243491       1.6827    0.00072216        1.682
ANGEL2             1  213165524  213189168     44      12  241711       2.4082    0.00072216       2.4075
RPS6KC1            1  213224588  213446808    352      29  239960       1.9438    0.00072216       1.9431
PROX1              1  214161278  214214853    127      23  240767       1.6613    0.00072216       1.6606
SMYD2              1  214454565  214510477    211      30  255170       0.4963    0.00072216      0.49557
PTPN14             1  214521640  214725024    838      74  244813      0.22566    0.00072216      0.22494
CENPF              1  214776522  214837914    257      21  238774      -1.1045    0.00072216      -1.1052
KCNK2              1  215178885  215410436    848      47  238745      -1.4337    0.00072216      -1.4344
KCTD3              1  215740528  215795149     98       8  208175     -0.91419    0.00072216     -0.91491
USH2A              1  215796236  216596738   2564     182  244449      0.10224    0.00072216      0.10152
ESRRG              1  216676588  217311097   2310     172  244429       2.1832    0.00072216       2.1825
GPATCH2            1  217603834  217804426    584      64  242248      0.99424    0.00072216      0.99352
SPATA17            1  217804684  218040492    872      46  245935       1.0299    0.00072216       1.0292
RRP15              1  218458629  218511325    105       9  232770      0.52175    0.00072216      0.52102
TGFB2              1  218518676  218617961    248      48  227782       1.3518    0.00072216       1.3511
LYPLAL1            1  219347192  219386207     91      19  229828      0.86551    0.00072216      0.86479
SLC30A10           1  220087606  220101993     40      12  235503     -0.38815    0.00072216     -0.38887
EPRS               1  220141940  220220000    337      17  248737     -0.73321    0.00072216     -0.73394
BPNT1              1  220230824  220263249     79      24  239711       0.5938    0.00072216      0.59308
IARS2              1  220267455  220321383    149      25  237665       1.9758    0.00072216       1.9751
RAB3GAP2           1  220321610  220445843    293      26  245817       1.2528    0.00072216       1.2521
MARK1              1  220701568  220837799    303      21  239743      -1.1082    0.00072216      -1.1089
C1orf115           1  220863628  220872499     35       8  258844     -0.78362    0.00072216     -0.78434
MARC2              1  220921325  220958157    284      11  216441      0.83047    0.00072216      0.82975
MARC1              1  220960039  220987741    176      25  221216      0.85823    0.00072216      0.85751
HLX                1  221052743  221058401     15       5  240491     0.088624    0.00072216     0.087902
DUSP10             1  221874764  221916204    106      28  228838      -1.0459    0.00072216      -1.0466
HHIPL2             1  222695602  222721444    126      13  231542       0.6869    0.00072216      0.68618
TAF1A              1  222730990  222763438     93      15  240271     -0.73307    0.00072216      -0.7338
MIA3               1  222791444  222841351    147      19  244726      0.26363    0.00072216      0.26291
AIDA               1  222841355  222886602     86      22  241365      0.29631    0.00072216      0.29559
BROX               1  222885906  222908529     39      13  243452      0.54974    0.00072216      0.54901
FAM177B            1  222910558  222926932     30      11  239257      0.18389    0.00072216      0.18317
DISP1              1  222988342  223179337    640      50  226939      -1.1865    0.00072216      -1.1872
TLR5               1  223282748  223316624    112      14  244592      0.26152    0.00072216       0.2608
SUSD4              1  223394161  223537564    357      32  243711    -0.012286    0.00072216    -0.013008
CCDC185            1  223566715  223568812      9       2  253806      0.39424    0.00072216      0.39352
CAPN8              1  223714972  223853436    304      33  247458     -0.22423    0.00072216     -0.22496
CAPN2              1  223889295  223963720    263      17  243911      0.75357    0.00072216      0.75285
TP53BP2            1  223967595  224033674    161      21  240987      0.23661    0.00072216      0.23589
FBXO28             1  224301789  224349749    194      21  230898      0.18708    0.00072216      0.18636
DEGS1              1  224370910  224381143     29       8  230003     -0.34021    0.00072216     -0.34094
NVL                1  224415036  224517891    264      30  233793      -1.5958    0.00072216      -1.5965
CNIH4              1  224544513  224567154     78      13  222193      -1.4494    0.00072216      -1.4501
WDR26              1  224572845  224622001    101      14  236285      -1.6308    0.00072216      -1.6315
LOC101928291       1  224621806  224647598     70      10  237767      -1.1625    0.00072216      -1.1633
CNIH3              1  224734563  224928269    673      46  241918      -0.8265    0.00072216     -0.82722
DNAH14             1  225117356  225586996   1852      43  240823      -1.8715    0.00072216      -1.8723
LBR                1  225589204  225616557     83      18  245234      -1.8111    0.00072216      -1.8118
ENAH               1  225674534  225840845    428      24  246020     -0.89891    0.00072216     -0.89963
SRP9               1  225965515  225978168     36       9  251849       1.9121    0.00072216       1.9114
EPHX1              1  225997797  226033264    134      42  234518      0.81543    0.00072216      0.81471
TMEM63A            1  226033233  226070420    124      19  248523      -1.6316    0.00072216      -1.6324
LEFTY1             1  226073982  226076846     11       4  229173      -1.8759    0.00072216      -1.8767
PYCR2              1  226107577  226112040     10       5  248415     -0.36649    0.00072216     -0.36722
LEFTY2             1  226124298  226129083      8       4  243894      -1.3616    0.00072216      -1.3623
SDE2               1  226170403  226187099     29       9  226156     0.065963    0.00072216     0.065241
H3F3A              1  226250408  226259703     20      10  224638      -1.2681    0.00072216      -1.2688
ACBD3              1  226332380  226374423    114      22  238164     -0.41975    0.00072216     -0.42047
MIXL1              1  226411325  226414756      2       1  264319      -0.7687    0.00072216     -0.76942
LIN9               1  226418850  226497789    142      26  246811      -1.3201    0.00072216      -1.3208
PARP1              1  226548392  226595801    140      15  254183       1.7823    0.00072216       1.7816
C1orf95            1  226736501  226796915    198      37  249166       3.1894    0.00072216       3.1887
ITPKB              1  226819391  226927028    242      47  240169     -0.82602    0.00072216     -0.82675
PSEN2              1  227057885  227083804    123      20  222687      0.17037    0.00072216      0.16965
ADCK3              1  227084589  227175246    236      57  244253      -0.6304    0.00072216     -0.63113
CDC42BPA           1  227177566  227506193   1688      28  256898      -1.7433    0.00072216       -1.744
ZNF678             1  227751220  227865144    320      23  247619     -0.10796    0.00072216     -0.10868
JMJD4              1  227918890  227923284     21      10  235380      0.15464    0.00072216      0.15392
SNAP47             1  227922697  227968932    139      25  247164       0.3509    0.00072216      0.35017
PRSS38             1  228003418  228034171    117      22  255017     -0.10903    0.00072216     -0.10975
WNT9A              1  228109165  228135676     88      15  236822     -0.78053    0.00072216     -0.78125
LOC101060022       1  228156662  228159059      7       4  249678      0.16865    0.00072216      0.16792
WNT3A              1  228194723  228248972    127      22  240596     -0.23293    0.00072216     -0.23366
LOC100506571       1  228261610  228264258      2       1  200753      0.15219    0.00072216      0.15146
ARF1               1  228270361  228286913     29       8  245532     0.084207    0.00072216     0.083485
C1orf35            1  228288428  228293112      8       4  228423      -1.1076    0.00072216      -1.1083
MRPL55             1  228294380  228297037      2       1  235188       1.2276    0.00072216       1.2268
GUK1               1  228327668  228336656     22      10  227639     -0.47909    0.00072216     -0.47982
GJC2               1  228337415  228347527     18       8  231181      -1.2605    0.00072216      -1.2612
IBA57              1  228353429  228369958     35      12  225995      -1.2459    0.00072216      -1.2467
OBSCN              1  228395740  228566577    619      36  241158     -0.87382    0.00072216     -0.87454
